Student Roll No.,Student Name,Email id,Course,Cohort,Year,Term-1,Term-2,Term-3,No. of JPT Mock Interviews attempted and scored equal or above 80%,Area Head Mock Interview Score,No. of Allocated Interview Attempts,"Categorise student overall (Outstanding, Good, Average, Needs Handholding)",Placed/Not Placed,"If placed, no. of interview attempts required for placement"
SPJ20225709,Student_345_Jan-24,student345@jan-24.spjain.edu,MGB,Jan-24,2022,85.0,78.2,72.4,2,79.5,3,Needs Handholding,Placed,1
SPJ20232497,Student_346_Jul-24,student346@jul-24.spjain.edu,MGB,Jul-24,2023,75.5,74.2,90.7,0,75.1,4,Needs Handholding,Placed,2
SPJ20236259,Student_347_Jul-24,student347@jul-24.spjain.edu,GCGM,Jul-24,2023,75.9,89.5,73.6,3,78.1,5,Good,Not Placed,0
SPJ20232661,Student_348_Jul-24,student348@jul-24.spjain.edu,GMBA,Jul-24,2023,83.9,74.3,84.6,1,88.6,5,Good,Not Placed,0
SPJ20246054,Student_349_Jan-22,student349@jan-22.spjain.edu,MGB,Jan-22,2024,78.2,79.2,72.1,0,81.7,3,Outstanding,Not Placed,0
SPJ20239665,Student_350_Jan-22,student350@jan-22.spjain.edu,GMBA,Jan-22,2023,81.2,77.7,81.8,1,82.1,4,Average,Not Placed,0
SPJ20245741,Student_351_Jul-24,student351@jul-24.spjain.edu,GMBA,Jul-24,2024,77.4,90.8,91.1,1,86.6,8,Needs Handholding,Placed,5
SPJ20224293,Student_352_Jul-22,student352@jul-22.spjain.edu,GMBA,Jul-22,2022,78.3,82.2,83.4,0,77.5,4,Needs Handholding,Placed,1
SPJ20243852,Student_353_Jul-24,student353@jul-24.spjain.edu,GCGM,Jul-24,2024,93.0,94.5,80.7,1,85.1,4,Outstanding,Not Placed,0
SPJ20236009,Student_354_Jan-24,student354@jan-24.spjain.edu,MGB,Jan-24,2023,74.9,77.1,83.9,1,88.7,5,Good,Placed,4
SPJ20247960,Student_355_Jan-23,student355@jan-23.spjain.edu,MGB,Jan-23,2024,75.3,78.2,75.7,0,77.0,7,Outstanding,Not Placed,0
SPJ20224677,Student_356_Jul-23,student356@jul-23.spjain.edu,GMBA,Jul-23,2022,77.3,91.7,82.4,3,89.8,4,Needs Handholding,Placed,3
SPJ20222837,Student_357_Jul-23,student357@jul-23.spjain.edu,GCGM,Jul-23,2022,84.7,84.4,92.2,2,94.4,5,Outstanding,Placed,1
SPJ20242392,Student_358_Jan-24,student358@jan-24.spjain.edu,GCGM,Jan-24,2024,83.9,82.0,84.4,1,91.7,8,Average,Placed,2
SPJ20237073,Student_359_Jan-24,student359@jan-24.spjain.edu,GMBA,Jan-24,2023,86.6,77.3,77.2,3,80.5,7,Average,Not Placed,0
SPJ20242821,Student_360_Jul-22,student360@jul-22.spjain.edu,MGB,Jul-22,2024,92.8,79.3,89.4,2,87.7,7,Average,Placed,5
SPJ20229664,Student_361_Jan-22,student361@jan-22.spjain.edu,GMBA,Jan-22,2022,73.6,81.0,84.6,4,88.2,8,Outstanding,Placed,5
SPJ20246385,Student_362_Jul-22,student362@jul-22.spjain.edu,GMBA,Jul-22,2024,85.2,91.5,92.5,0,93.5,7,Average,Not Placed,0
SPJ20229653,Student_363_Jan-23,student363@jan-23.spjain.edu,GCGM,Jan-23,2022,80.6,89.0,74.0,4,77.1,4,Good,Placed,2
SPJ20236514,Student_364_Jan-23,student364@jan-23.spjain.edu,GMBA,Jan-23,2023,91.2,72.9,72.0,2,94.7,6,Outstanding,Not Placed,0
SPJ20221769,Student_365_Jan-22,student365@jan-22.spjain.edu,GMBA,Jan-22,2022,88.4,85.4,92.9,5,91.9,3,Needs Handholding,Not Placed,0
SPJ20229267,Student_366_Jan-23,student366@jan-23.spjain.edu,MGB,Jan-23,2022,84.0,80.6,80.6,0,91.5,5,Outstanding,Not Placed,0
SPJ20244950,Student_367_Jan-22,student367@jan-22.spjain.edu,GMBA,Jan-22,2024,81.6,88.7,89.2,1,77.5,6,Outstanding,Placed,1
SPJ20222986,Student_368_Jan-22,student368@jan-22.spjain.edu,GMBA,Jan-22,2022,76.2,91.4,73.1,3,81.1,8,Average,Not Placed,0
SPJ20236369,Student_369_Jul-24,student369@jul-24.spjain.edu,GCGM,Jul-24,2023,71.1,71.5,83.3,0,92.1,8,Outstanding,Placed,5
SPJ20232292,Student_370_Jul-22,student370@jul-22.spjain.edu,GCGM,Jul-22,2023,75.3,81.5,80.0,3,79.1,6,Good,Not Placed,0
SPJ20236470,Student_371_Jul-24,student371@jul-24.spjain.edu,GCGM,Jul-24,2023,82.7,85.0,84.2,1,79.8,7,Outstanding,Placed,6
SPJ20238984,Student_372_Jan-23,student372@jan-23.spjain.edu,GMBA,Jan-23,2023,72.3,85.8,77.3,0,88.0,6,Needs Handholding,Placed,5
SPJ20238725,Student_373_Jul-22,student373@jul-22.spjain.edu,GMBA,Jul-22,2023,78.7,91.9,72.5,1,82.9,8,Outstanding,Placed,4
SPJ20237188,Student_374_Jul-22,student374@jul-22.spjain.edu,MGB,Jul-22,2023,70.7,74.0,84.9,3,75.1,4,Average,Placed,1
SPJ20229772,Student_375_Jan-23,student375@jan-23.spjain.edu,MGB,Jan-23,2022,90.4,87.1,71.9,1,94.2,5,Good,Not Placed,0
SPJ20234506,Student_376_Jan-23,student376@jan-23.spjain.edu,GMBA,Jan-23,2023,90.7,71.1,79.3,0,78.8,7,Outstanding,Placed,4
SPJ20222901,Student_377_Jan-23,student377@jan-23.spjain.edu,GCGM,Jan-23,2022,82.2,75.2,73.4,0,80.3,5,Average,Not Placed,0
SPJ20227588,Student_378_Jan-24,student378@jan-24.spjain.edu,GMBA,Jan-24,2022,84.8,89.9,93.2,3,86.5,3,Needs Handholding,Not Placed,0
SPJ20245417,Student_379_Jul-24,student379@jul-24.spjain.edu,MGB,Jul-24,2024,91.5,85.7,87.3,0,78.5,7,Average,Not Placed,0
SPJ20225356,Student_380_Jan-23,student380@jan-23.spjain.edu,MGB,Jan-23,2022,91.4,75.9,90.8,3,77.7,6,Outstanding,Not Placed,0
SPJ20244412,Student_381_Jan-22,student381@jan-22.spjain.edu,GCGM,Jan-22,2024,94.2,90.2,94.0,0,90.2,5,Outstanding,Placed,3
SPJ20247630,Student_382_Jan-24,student382@jan-24.spjain.edu,GMBA,Jan-24,2024,92.5,82.7,75.1,3,88.0,5,Good,Placed,2
SPJ20237867,Student_383_Jul-23,student383@jul-23.spjain.edu,MGB,Jul-23,2023,70.3,76.3,75.8,0,87.5,3,Average,Placed,3
SPJ20241570,Student_384_Jul-22,student384@jul-22.spjain.edu,GCGM,Jul-22,2024,73.2,73.3,76.6,0,93.5,3,Good,Placed,1
SPJ20232633,Student_385_Jul-24,student385@jul-24.spjain.edu,GMBA,Jul-24,2023,81.3,73.3,76.7,0,75.4,8,Needs Handholding,Not Placed,0
SPJ20222618,Student_386_Jul-22,student386@jul-22.spjain.edu,GMBA,Jul-22,2022,76.8,94.9,76.0,5,76.5,7,Needs Handholding,Not Placed,0
SPJ20225190,Student_387_Jul-22,student387@jul-22.spjain.edu,GMBA,Jul-22,2022,88.8,83.6,81.6,5,89.7,6,Good,Not Placed,0
SPJ20227868,Student_388_Jul-23,student388@jul-23.spjain.edu,GMBA,Jul-23,2022,74.6,79.3,94.8,1,78.7,3,Average,Placed,1
SPJ20248780,Student_389_Jan-22,student389@jan-22.spjain.edu,GCGM,Jan-22,2024,90.7,71.3,74.8,4,83.6,8,Needs Handholding,Placed,1
SPJ20247784,Student_390_Jul-22,student390@jul-22.spjain.edu,GCGM,Jul-22,2024,80.0,87.4,74.2,0,75.6,5,Good,Not Placed,0
SPJ20221491,Student_391_Jul-22,student391@jul-22.spjain.edu,GMBA,Jul-22,2022,84.3,74.9,94.0,0,75.2,6,Needs Handholding,Not Placed,0
SPJ20231567,Student_392_Jan-22,student392@jan-22.spjain.edu,GCGM,Jan-22,2023,76.1,78.3,89.9,0,91.0,4,Needs Handholding,Placed,2
SPJ20227387,Student_393_Jul-23,student393@jul-23.spjain.edu,GMBA,Jul-23,2022,74.0,72.7,83.5,4,75.8,7,Needs Handholding,Placed,6
SPJ20222120,Student_394_Jul-22,student394@jul-22.spjain.edu,MGB,Jul-22,2022,73.0,90.1,76.3,3,90.8,6,Outstanding,Placed,5
SPJ20233362,Student_395_Jan-22,student395@jan-22.spjain.edu,MGB,Jan-22,2023,76.4,76.1,71.3,0,90.2,5,Good,Placed,3
SPJ20235998,Student_396_Jul-24,student396@jul-24.spjain.edu,GCGM,Jul-24,2023,70.4,78.6,75.4,2,90.1,4,Outstanding,Not Placed,0
SPJ20233138,Student_397_Jul-23,student397@jul-23.spjain.edu,GMBA,Jul-23,2023,92.1,79.4,70.6,1,87.8,5,Average,Placed,2
SPJ20226651,Student_398_Jul-23,student398@jul-23.spjain.edu,MGB,Jul-23,2022,86.3,85.1,77.5,0,94.4,8,Good,Not Placed,0
SPJ20248042,Student_399_Jan-23,student399@jan-23.spjain.edu,GMBA,Jan-23,2024,83.5,72.8,70.9,0,86.5,3,Average,Placed,1
SPJ20248595,Student_400_Jul-23,student400@jul-23.spjain.edu,GMBA,Jul-23,2024,77.1,85.2,83.4,2,84.6,6,Needs Handholding,Placed,2
